run,demand,policy,step,avg_wait_time,avg_journey_time,stair_switch_rate,elevator_utilization,avg_student_wait,avg_faculty_wait,avg_staff_wait,equity_student_faculty,equity_student_staff
150,high,Priority-based,10800,51.17852834740651,83.32810615199035,0.20386007237635706,0.4157142857142857,52.32675044883303,43.71875,50.39903846153846,1.196894935212764,1.0382489834357789
151,low,Zone batching,10800,40.09508196721311,61.59672131147541,0.2360655737704918,0.20142857142857143,54.76,36.84615384615385,35.22119815668203,1.486179540709812,1.5547455187753498
152,medium,Zone batching,10800,40.60587002096436,67.14884696016772,0.19077568134171907,0.3056190476190476,46.888888888888886,48.77142857142857,32.774193548387096,0.9614007680791511,1.4306649168853893
153,high,Zone batching,10800,53.17516339869281,84.30326797385621,0.23529411764705882,0.37142857142857144,52.142857142857146,43.0,58.4392523364486,1.212624584717608,0.8922574307189692
154,low,FCFS,10800,27.226114649681527,49.60828025477707,0.006369426751592357,0.26476190476190475,34.47560975609756,22.9375,24.791666666666668,1.5030238585764604,1.390612830498053
155,medium,FCFS,10800,34.408424908424905,62.03479853479853,0.038461538461538464,0.3461904761904762,39.721804511278194,28.823529411764707,29.434959349593495,1.3781034218198556,1.349477131580505
156,high,FCFS,10800,42.202033036848796,74.78017789072427,0.10800508259212198,0.3647619047619048,46.69656488549618,28.295454545454547,34.242009132420094,1.6503203654311902,1.3637215241930474
157,low,Priority-based,10800,40.79510703363914,63.211009174311926,0.21100917431192662,0.22523809523809524,45.96341463414634,56.27272727272727,37.36771300448431,0.8167973521415343,1.2300301768168287
158,medium,Priority-based,10800,46.681017612524464,73.5518590998043,0.19960861056751467,0.30466666666666664,49.971774193548384,39.97560975609756,44.24324324324324,1.2500565844633824,1.1294780972274223
159,high,Priority-based,10800,54.416040100250626,85.2280701754386,0.24686716791979949,0.35942857142857143,55.151969981238274,45.838235294117645,55.38578680203046,1.2031870255772226,0.9957783966917734
160,low,Zone batching,10800,28.89041095890411,48.25,0.0547945205479452,0.26,32.49333333333333,20.6,27.81132075471698,1.577346278317152,1.1683491632745364
161,medium,Zone batching,10800,45.17362637362638,72.46373626373627,0.17362637362637362,0.32285714285714284,43.02242152466368,43.11764705882353,47.94949494949495,0.997791495114983,0.8972445188417325
162,high,Zone batching,10800,70.26890756302521,106.03001200480192,0.5258103241296519,0.2661904761904762,68.55575868372944,55.693548387096776,78.48660714285714,1.2309461449149217,0.8734707892130934
163,low,FCFS,10800,26.26517571884984,45.90095846645367,0.022364217252396165,0.23533333333333334,33.54651162790697,24.545454545454547,23.453703703703702,1.3667097329888025,1.4303289600528832
164,medium,FCFS,10800,30.782700421940927,57.39029535864979,0.023206751054852322,0.32142857142857145,36.22175732217573,23.0,25.6318407960199,1.5748590140076406,1.4131547402479274
165,high,FCFS,10800,43.10526315789474,76.54868421052632,0.07631578947368421,0.3838095238095238,47.36654135338346,28.52,34.46629213483146,1.6608184205253669,1.3742859593972707
166,low,Priority-based,10800,46.785953177257525,69.33110367892976,0.3377926421404682,0.16038095238095237,61.949367088607595,40.23076923076923,41.410628019323674,1.5398504247646245,1.4959774833576496
167,medium,Priority-based,10800,44.562231759656655,71.12231759656652,0.148068669527897,0.29904761904761906,47.124,39.96969696969697,41.89071038251366,1.1789931766489765,1.1249272110618316
168,high,Priority-based,10800,46.64364640883978,76.36878453038673,0.16988950276243095,0.38666666666666666,46.49,44.921052631578945,47.40860215053763,1.0349267721148214,0.980623724200499
169,low,Zone batching,10800,34.06930693069307,54.257425742574256,0.12871287128712872,0.23714285714285716,44.75342465753425,43.2,29.804651162790698,1.035958904109589,1.5015584115745728
170,medium,Zone batching,10800,56.035714285714285,86.71848739495799,0.3949579831932773,0.25952380952380955,62.267489711934154,45.645161290322584,50.133663366336634,1.3641640855618082,1.2420295173112175
171,high,Zone batching,10800,53.67399267399267,85.56532356532357,0.2967032967032967,0.3280952380952381,53.08711433756806,48.46376811594203,57.10552763819096,1.0953979932093887,0.9296317980619538
172,low,FCFS,10800,23.923076923076923,44.52447552447553,0.013986013986013986,0.25047619047619046,27.333333333333332,22.933333333333334,22.693877551020407,1.191860465116279,1.2044364508393286
173,medium,FCFS,10800,32.908366533864545,59.5796812749004,0.035856573705179286,0.3333333333333333,36.69721115537848,24.26923076923077,29.68,1.5120879398412685,1.2364289472836416
174,high,FCFS,10800,41.297330097087375,75.65776699029126,0.08616504854368932,0.3985714285714286,46.44864864864865,24.10909090909091,32.35514018691589,1.9266030736618973,1.4355879276156571
175,low,Priority-based,10800,36.6135593220339,59.07118644067797,0.12542372881355932,0.22523809523809524,43.94444444444444,38.92857142857143,32.989528795811516,1.128848114169215,1.3320725105362465
176,medium,Priority-based,10800,47.11451942740286,73.23517382413088,0.18609406952965235,0.3281904761904762,48.13793103448276,46.02777777777778,46.217194570135746,1.0458452125777788,1.0415589150793705
177,high,Priority-based,10800,52.65669700910273,84.95058517555266,0.21716514954486346,0.36523809523809525,51.86259541984733,41.435483870967744,58.73224043715847,1.2516469116506557,0.8830345144987032
178,low,Zone batching,10800,38.69375,59.634375,0.134375,0.24161904761904762,30.677419354838708,46.76923076923077,41.68691588785047,0.6559316638370118,0.7359004306619755
179,medium,Zone batching,10800,46.48547717842324,72.62033195020747,0.2012448132780083,0.3076190476190476,45.53648068669528,46.705882352941174,47.479069767441864,0.9749624328385639,0.9590853592907018
180,high,Zone batching,10800,61.05977584059776,96.42216687422167,0.45080946450809467,0.2914285714285714,63.63721804511278,52.64705882352941,56.777272727272724,1.2087516276725332,1.1208220294551927
181,low,FCFS,10800,27.585209003215436,51.569131832797424,0.04823151125401929,0.28904761904761905,36.44736842105263,21.23076923076923,24.923423423423422,1.716723874904653,1.46237408087361
182,medium,FCFS,10800,36.7875,65.01666666666667,0.035416666666666666,0.34095238095238095,38.86234817813765,23.34285714285714,36.57575757575758,1.6648496771539998,1.0625165616226533
183,high,FCFS,10800,43.482587064676615,75.69029850746269,0.08706467661691543,0.370952380952381,49.40350877192982,27.76923076923077,34.56194690265487,1.7790737230888856,1.4294191502312303
184,low,Priority-based,10800,36.71851851851852,57.68888888888889,0.15555555555555556,0.20504761904761903,39.03947368421053,49.72727272727273,34.97267759562842,0.7850716828634658,1.1162849506578947
185,medium,Priority-based,10800,61.221311475409834,92.7172131147541,0.4651639344262295,0.2361904761904762,70.46382978723405,53.0,52.58371040723982,1.3295062224006424,1.3400315276636023
186,high,Priority-based,10800,51.71392405063291,84.5,0.2088607594936709,0.38095238095238093,51.962093862815884,41.82222222222222,53.324607329842934,1.2424517661140886,0.9744486919781868
187,low,Zone batching,10800,41.15511551155115,62.84818481848185,0.23102310231023102,0.2138095238095238,43.338235294117645,46.9375,40.054794520547944,0.9233179290357953,1.0819737265631286
188,medium,Zone batching,10800,40.340425531914896,65.89787234042554,0.11914893617021277,0.3223809523809524,42.63470319634703,39.146341463414636,38.180952380952384,1.089110798162136,1.1166484997796053
189,high,Zone batching,10800,52.02290076335878,82.41221374045801,0.17684478371501272,0.3660952380952381,52.98696461824954,44.2,50.88317757009346,1.1988001044852836,1.0413454337685188
190,low,FCFS,10800,24.837931034482757,45.179310344827584,0.03103448275862069,0.23714285714285716,29.714285714285715,17.1,23.36945812807882,1.7376775271512113,1.2715008431703203
191,medium,FCFS,10800,38.64123711340206,65.21855670103093,0.06804123711340206,0.32771428571428574,40.70403587443946,19.16,38.755274261603375,2.124427759626277,1.0502837781428582
192,high,FCFS,10800,43.8384074941452,77.11709601873537,0.10304449648711944,0.38,47.49649122807018,27.578125,39.09090909090909,1.722252373142488,1.2150265197878416
193,low,Priority-based,10800,34.932038834951456,54.34304207119741,0.11326860841423948,0.2518095238095238,39.714285714285715,42.76923076923077,32.78538812785388,0.9285714285714286,1.2113410266613611
194,medium,Priority-based,10800,46.30214424951267,73.74074074074075,0.18908382066276802,0.2919047619047619,46.15415019762846,52.03125,45.66228070175438,0.8870467305249914,1.0107718994389867
195,high,Priority-based,10800,50.45359477124183,81.40522875816994,0.1869281045751634,0.36523809523809525,50.78638941398866,41.82222222222222,51.56544502617801,1.214339810642662,0.9848919055814634
196,low,Zone batching,10800,39.343333333333334,59.73,0.18,0.20885714285714285,43.276315789473685,40.25,37.78921568627451,1.0751879699248121,1.14520280465075
197,medium,Zone batching,10800,52.13566739606127,80.52078774617068,0.25601750547045954,0.28714285714285714,54.136986301369866,44.513513513513516,51.35820895522388,1.2161921634187522,1.0541058070885734
198,high,Zone batching,10800,51.32025316455696,83.31012658227849,0.19746835443037974,0.372,51.95255474452555,41.31428571428572,51.33816425120773,1.2574961383529697,1.011967519724926
199,low,FCFS,10800,26.19148936170213,48.51367781155015,0.0121580547112462,0.2804761904761905,36.529411764705884,27.38095238095238,22.1390134529148,1.3341176470588236,1.6500017872249162
200,medium,FCFS,10800,36.256521739130434,63.56956521739131,0.06304347826086956,0.3180952380952381,39.12173913043478,29.40909090909091,33.8125,1.3302600631677979,1.157020011251306
201,high,FCFS,10800,39.375,71.81640625,0.0625,0.3891428571428571,43.332692307692305,22.77777777777778,33.38659793814433,1.9024108818011256,1.297906794456123
202,low,Priority-based,10800,50.87179487179487,75.28846153846153,0.3333333333333333,0.18133333333333335,67.48101265822785,39.6875,45.64976958525346,1.7003089803647964,1.4782333683459967
203,medium,Priority-based,10800,41.476288659793816,67.44948453608248,0.18144329896907216,0.32095238095238093,43.65384615384615,46.8421052631579,38.12676056338028,0.9319360414866033,1.1449660424540367
204,high,Priority-based,10800,50.18742442563482,81.40386940749698,0.1825876662636034,0.4061904761904762,50.553231939163496,44.12068965517241,50.84362139917695,1.1457942369954994,0.9942885763833856
205,low,Zone batching,10800,34.003460207612456,54.062283737024224,0.13494809688581316,0.21476190476190476,43.7093023255814,41.285714285714285,29.48469387755102,1.0587028244950512,1.4824404318764413
206,medium,Zone batching,10800,45.04618473895582,72.04819277108433,0.19477911646586346,0.26285714285714284,47.08627450980392,50.45161290322581,41.801886792452834,0.933295722381024,1.126415052592917
207,high,Zone batching,10800,52.694132334581774,84.35705368289638,0.22596754057428214,0.39514285714285713,53.09090909090909,39.92063492063492,55.52857142857143,1.32991144044822,0.9561007554318591
208,low,FCFS,10800,26.01328903654485,46.730897009966775,0.009966777408637873,0.26285714285714284,37.13253012048193,21.5,21.796116504854368,1.7270944242084618,1.703630557866209
209,medium,FCFS,10800,33.61776061776062,61.54054054054054,0.025096525096525095,0.36523809523809525,38.91129032258065,25.81578947368421,29.237068965517242,1.507267107296702,1.3308888920593704
210,high,FCFS,10800,42.13167701863354,76.35155279503105,0.07701863354037267,0.39571428571428574,47.95610687022901,26.215384615384615,32.791666666666664,1.8293115883596747,1.4624479858773778
211,low,Priority-based,10800,36.717532467532465,58.603896103896105,0.1266233766233766,0.25047619047619046,41.5,41.8125,34.3252427184466,0.992526158445441,1.2090227690567106
212,medium,Priority-based,10800,42.318548387096776,69.47782258064517,0.1592741935483871,0.3233333333333333,44.05668016194332,47.72222222222222,39.389671361502344,0.9231900383177879,1.1184830601303848
213,high,Priority-based,10800,60.44584382871537,94.55037783375315,0.3690176322418136,0.3304761904761905,60.20925925925926,54.32142857142857,62.823232323232325,1.108388730610953,0.9583916177613421
214,low,Zone batching,10800,49.43895348837209,75.2936046511628,0.2936046511627907,0.2180952380952381,66.49484536082474,50.333333333333336,42.25,1.3210896429302927,1.5738424937473312
215,medium,Zone batching,10800,45.16565656565657,73.16969696969697,0.18585858585858586,0.3361904761904762,47.859437751004016,50.97435897435897,40.830917874396135,0.9388923904875034,1.1721372000068424
216,high,Zone batching,10800,65.98803191489361,100.45744680851064,0.4747340425531915,0.256,67.59465020576131,52.79245283018868,65.6056338028169,1.2803847251270013,1.0303177682715872
217,low,FCFS,10800,25.50955414012739,47.605095541401276,0.01910828025477707,0.26142857142857145,31.785714285714285,16.857142857142858,23.62962962962963,1.885593220338983,1.3451634572324227
218,medium,FCFS,10800,31.75,56.97767857142857,0.033482142857142856,0.3199047619047619,37.15094339622642,23.928571428571427,27.298076923076923,1.5525767389467757,1.3609362850325986
219,high,FCFS,10800,42.321339950372206,74.63523573200993,0.08933002481389578,0.34714285714285714,45.45357142857143,27.14,37.244897959183675,1.6747815559532582,1.2203972602739726
220,low,Priority-based,10800,26.67870036101083,45.91335740072202,0.039711191335740074,0.21019047619047618,32.41025641025641,40.27272727272727,23.50531914893617,0.8047693465300688,1.3788477495198472
221,medium,Priority-based,10800,42.69230769230769,67.50641025641026,0.17094017094017094,0.28476190476190477,44.873873873873876,43.484848484848484,40.29577464788732,1.0319427441378661,1.1136123890405611
222,high,Priority-based,10800,54.005773672055426,86.3960739030023,0.22401847575057737,0.3832380952380952,52.88712522045855,44.507936507936506,59.228813559322035,1.1882627991757806,0.8929289992866087
223,low,Zone batching,10800,30.226708074534162,51.91614906832298,0.08385093167701864,0.24952380952380954,37.54022988505747,40.916666666666664,26.798206278026907,0.9174801601236042,1.4008486051485636
224,medium,Zone batching,10800,45.03168316831683,72.02970297029702,0.14455445544554454,0.33666666666666667,46.21900826446281,42.388888888888886,44.18502202643172,1.090356682516816,1.0460333874409828
225,high,Zone batching,10800,57.22291407222914,89.12702366127024,0.3013698630136986,0.33904761904761904,53.142857142857146,45.981818181818184,71.31188118811882,1.1557363158786647,0.7452174344225715
226,low,FCFS,10800,28.49158249158249,49.62626262626262,0.04377104377104377,0.24761904761904763,34.506024096385545,16.941176470588236,26.95431472081218,2.036813922356091,1.2801669956662811
227,medium,FCFS,10800,33.91417165668663,61.81636726546906,0.041916167664670656,0.35504761904761906,39.95338983050848,26.175,28.955555555555556,1.5263950269535234,1.3798177608387425
228,high,FCFS,10800,43.59608323133415,77.64259485924113,0.09057527539779682,0.41419047619047616,47.08426966292135,27.833333333333332,39.48430493273543,1.6916504070510665,1.1924806513153279
229,low,Priority-based,10800,37.580756013745706,59.085910652920965,0.21649484536082475,0.19095238095238096,51.61904761904762,50.5625,30.319371727748692,1.0208958738006946,1.7025104636916069
230,medium,Priority-based,10800,46.37246963562753,73.73886639676114,0.15991902834008098,0.32047619047619047,45.911646586345384,48.5,46.517073170731706,0.9466318883782553,0.9869848521603192
231,high,Priority-based,10800,54.42043984476067,85.5601552393273,0.2820181112548512,0.32285714285714284,55.44088176352705,41.86538461538461,55.067567567567565,1.3242654348660574,1.006779202576933
232,low,Zone batching,10800,39.331103678929765,59.438127090301,0.19063545150501673,0.20142857142857143,40.5,40.92307692307692,38.88636363636363,0.9896616541353385,1.0414962010520163
233,medium,Zone batching,10800,57.63578947368421,88.82315789473684,0.3957894736842105,0.2542857142857143,63.3852140077821,49.885714285714286,51.04371584699454,1.2706085282201451,1.2417829101192726
234,high,Zone batching,10800,54.42728442728443,85.57014157014157,0.3088803088803089,0.34714285714285714,54.48069498069498,52.2,54.959798994974875,1.0436914747259574,0.9912826461697266
235,low,FCFS,10800,26.3841059602649,47.473509933774835,0.029801324503311258,0.2723809523809524,32.50666666666667,26.357142857142858,24.230046948356808,1.2333152664859983,1.3415849641542337
236,medium,FCFS,10800,34.85539714867617,63.09368635437882,0.038696537678207736,0.3504761904761905,41.51587301587302,23.10810810810811,28.698019801980198,1.7965933351898264,1.4466459115415473
237,high,FCFS,10800,40.98732572877059,73.75285171102662,0.07224334600760456,0.3638095238095238,45.215328467153284,23.11764705882353,33.589473684210525,1.9558793484519232,1.3461160151612541
238,low,Priority-based,10800,36.417508417508415,57.76094276094276,0.16498316498316498,0.2257142857142857,46.04054054054054,39.294117647058826,32.72330097087379,1.1716904029778281,1.4069650424790612
239,medium,Priority-based,10800,47.72384937238494,74.65062761506276,0.20292887029288703,0.28714285714285714,47.32669322709163,46.483870967741936,48.42857142857143,1.018131498986704,0.9772473527718035
240,high,Priority-based,10800,57.70913770913771,89.66409266409266,0.3256113256113256,0.3295238095238095,54.01764705882353,51.18518518518518,68.2018779342723,1.0553375329871457,0.7920258018537489
241,low,Zone batching,10800,34.24290220820189,55.69085173501577,0.11356466876971609,0.2519047619047619,39.43529411764706,49.64705882352941,30.972093023255812,0.7943127962085308,1.273252475641105
242,medium,Zone batching,10800,42.59873949579832,68.7983193277311,0.16806722689075632,0.3233333333333333,42.67099567099567,50.825,40.91219512195122,0.8395670569797475,1.0429896402234544
243,high,Zone batching,10800,48.134715025906736,78.24222797927462,0.1489637305699482,0.3932380952380952,46.49440298507463,43.9375,53.88297872340426,1.0581940935436616,0.8628773703054323
244,low,FCFS,10800,29.278637770897834,53.656346749226,0.043343653250773995,0.25857142857142856,32.90217391304348,16.6,28.61574074074074,1.9820586694604503,1.149792843426208
245,medium,FCFS,10800,34.1875,61.200892857142854,0.08258928571428571,0.2985714285714286,39.92857142857143,26.233333333333334,27.92222222222222,1.5220548193864585,1.4299926098573135
246,high,FCFS,10800,41.34744707347447,74.19427148194272,0.06724782067247821,0.3861904761904762,45.12617702448211,26.625,35.875,1.6948798882434595,1.257872530299153
247,low,Priority-based,10800,40.58561643835616,61.273972602739725,0.14726027397260275,0.22990476190476192,39.42028985507246,48.4,40.21182266009852,0.814468798658522,0.9803159182383573
248,medium,Priority-based,10800,51.74844074844075,79.34719334719335,0.23700623700623702,0.27714285714285714,49.60082304526749,44.80952380952381,54.824884792626726,1.106925912806182,0.9047136757857481
249,high,Priority-based,10800,52.06861499364676,85.54637865311308,0.2388818297331639,0.36314285714285716,52.83487940630798,41.78333333333333,53.15425531914894,1.2644965155079693,0.9939915269074251
250,low,Zone batching,10800,35.61512027491409,57.48453608247423,0.140893470790378,0.2523809523809524,47.43421052631579,50.30769230769231,30.222772277227723,0.9428818606148398,1.56948575369628
251,medium,Zone batching,10800,47.023809523809526,73.04112554112554,0.18181818181818182,0.29523809523809524,48.65367965367965,44.60526315789474,45.54922279792746,1.0907609597875083,1.0681560884040693
252,high,Zone batching,10800,56.75793184488837,89.95064629847239,0.2679200940070505,0.3841904761904762,57.084922010398614,40.516129032258064,60.617924528301884,1.4089431387916855,0.9417168676526735
253,low,FCFS,10800,25.284789644012946,45.8252427184466,0.04854368932038835,0.2523809523809524,33.57142857142857,24.5625,22.73542600896861,1.366775717920756,1.4766131304592842
254,medium,FCFS,10800,31.644796380090497,58.339366515837106,0.033936651583710405,0.31857142857142856,35.4070796460177,25.19047619047619,27.97948717948718,1.4055740502199843,1.265465639841175
255,high,FCFS,10800,43.40576230492197,76.8499399759904,0.09723889555822329,0.38561904761904764,47.48677248677249,24.05,36.5929203539823,1.9745019745019745,1.297703818864641
256,low,Priority-based,10800,34.0795847750865,53.23529411764706,0.09688581314878893,0.23238095238095238,31.983870967741936,39.142857142857146,34.35680751173709,0.8171061926065457,0.9309325657459733
257,medium,Priority-based,10800,41.593360995850624,69.149377593361,0.13485477178423236,0.30952380952380953,42.177215189873415,42.68,40.84090909090909,0.9882196623681682,1.0327197931855483
258,high,Priority-based,10800,50.21392405063291,81.80886075949367,0.16962025316455695,0.37,49.785079928952044,48.108108108108105,51.89473684210526,1.0348584030175425,0.9593473819980618
259,low,Zone batching,10800,35.902877697841724,55.5,0.1079136690647482,0.21961904761904763,36.5,43.81818181818182,35.167567567567566,0.8329875518672198,1.0378881032892715
260,medium,Zone batching,10800,46.731914893617024,74.36808510638298,0.23191489361702128,0.2857142857142857,50.705357142857146,47.31428571428572,42.41706161137441,1.0716711956521738,1.19540003990423
261,high,Zone batching,10800,50.90738423028786,81.59574468085107,0.19524405506883605,0.38095238095238093,49.51428571428571,43.728813559322035,56.27906976744186,1.1323034330011073,0.8797992916174734
262,low,FCFS,10800,24.027972027972027,45.74475524475525,0.03496503496503497,0.25523809523809526,31.246575342465754,23.545454545454547,21.445544554455445,1.3270746284444914,1.4570194411768427
263,medium,FCFS,10800,34.11991434689507,60.854389721627406,0.03854389721627409,0.3252380952380952,36.4235807860262,26.344827586206897,32.67464114832536,1.382570474862251,1.1147354494478658
264,high,FCFS,10800,40.34512195121951,74.05975609756098,0.07073170731707316,0.3864761904761905,44.996509598603836,24.627450980392158,30.836734693877553,1.827087571280888,1.4591852881082645
265,low,Priority-based,10800,34.42007434944238,53.46096654275093,0.09665427509293681,0.1980952380952381,37.82051282051282,50.0,32.0939226519337,0.7564102564102564,1.1784322293876432
266,medium,Priority-based,10800,45.481798715203425,72.57387580299786,0.20342612419700215,0.27666666666666667,45.065843621399175,45.25,46.046875,0.9959302457767774,0.9786949412180344
267,high,Priority-based,10800,52.6875,83.5,0.2630208333333333,0.34904761904761905,52.90340909090909,44.43076923076923,55.10285714285714,1.1906930716444222,0.9600846822471318
268,low,Zone batching,10800,30.932075471698113,49.89811320754717,0.0830188679245283,0.1956190476190476,38.2112676056338,31.916666666666668,28.02747252747253,1.1972198727613723,1.3633504615223193
269,medium,Zone batching,10800,43.314465408805034,70.78197064989517,0.1278825995807128,0.3504761904761905,48.570247933884296,42.15625,37.23152709359606,1.152148208957967,1.3045462199759874
270,high,Zone batching,10800,46.3303457106274,77.7067861715749,0.12291933418693982,0.4166666666666667,44.267175572519086,38.660377358490564,53.622549019607845,1.1450269913828754,0.8255328473163811
271,low,FCFS,10800,26.192182410423452,46.52117263843648,0.026058631921824105,0.25047619047619046,30.584269662921347,25.272727272727273,24.352657004830917,1.2101689434968879,1.2558904622544573
272,medium,FCFS,10800,32.72688172043011,60.81505376344086,0.03870967741935484,0.3483809523809524,39.857142857142854,21.91891891891892,26.857843137254903,1.8183899947155187,1.4840038588897868
273,high,FCFS,10800,42.44529262086514,74.4529262086514,0.09796437659033079,0.39876190476190476,46.64271844660194,28.0,35.72246696035242,1.6658113730929265,1.3056970141051476
274,low,Priority-based,10800,41.74496644295302,64.00335570469798,0.2516778523489933,0.1919047619047619,52.21686746987952,47.473684210526315,36.755102040816325,1.099911842491919,1.4206699089528576
275,medium,Priority-based,10800,40.91285403050109,67.27668845315904,0.10021786492374728,0.3313333333333333,43.26457399103139,45.16129032258065,37.71219512195122,0.9580012812299807,1.1472303283095893
276,high,Priority-based,10800,54.16098707403055,87.49001175088132,0.23854289071680376,0.38952380952380955,52.7681660899654,43.492753623188406,61.71568627450981,1.2132633989362254,0.8550203242536093
277,low,Zone batching,10800,37.68098159509202,59.20858895705521,0.15030674846625766,0.24428571428571427,42.93617021276596,38.55555555555556,35.299065420560744,1.1136182475933534,1.2163543057362876
278,medium,Zone batching,10800,44.62655601659751,71.74896265560166,0.16597510373443983,0.31142857142857144,47.70866141732284,39.4,41.464646464646464,1.2108797314041329,1.1505864751071768
279,high,Zone batching,10800,61.58555133079848,98.24588086185044,0.4372623574144487,0.30428571428571427,63.608058608058606,45.23728813559322,60.82608695652174,1.4060979609874327,1.0457364889101843
280,low,FCFS,10800,29.823529411764707,52.27554179566563,0.03715170278637771,0.2661904761904762,35.26086956521739,23.125,27.995348837209303,1.5247943595769682,1.259525993773341
281,medium,FCFS,10800,37.59834368530021,65.5175983436853,0.043478260869565216,0.3280952380952381,40.02074688796681,24.133333333333333,36.75,1.6583182412140942,1.0889999153188248
282,high,FCFS,10800,43.94950738916256,77.58990147783251,0.09729064039408868,0.3952380952380952,48.27272727272727,25.857142857142858,36.948356807511736,1.8669010547463587,1.306491856301259
283,low,Priority-based,10800,39.115511551155116,59.54455445544554,0.17491749174917492,0.21619047619047618,47.733333333333334,36.833333333333336,35.39303482587065,1.2959276018099546,1.348664605004217
284,medium,Priority-based,10800,54.016427104722794,81.42299794661191,0.25667351129363447,0.2764761904761905,52.13777777777778,44.73809523809524,57.70909090909091,1.165400035479865,0.9034586571448575
285,high,Priority-based,10800,51.22842639593909,83.49365482233503,0.20431472081218274,0.35428571428571426,49.847784200385355,43.982142857142854,56.497652582159624,1.1333641555913845,0.8822983243046436
286,low,Zone batching,10800,33.06811145510836,53.38699690402477,0.18575851393188855,0.22285714285714286,48.08536585365854,46.285714285714285,26.82819383259912,1.0388813610358325,1.7923445071889144
287,medium,Zone batching,10800,40.70842332613391,66.59611231101512,0.1490280777537797,0.319047619047619,44.788288288288285,39.69230769230769,36.42079207920792,1.1283871080382708,1.229745036595655
288,high,Zone batching,10800,53.042635658914726,83.14082687338501,0.21963824289405684,0.34476190476190477,52.53860640301318,44.611111111111114,56.86772486772487,1.1777022605905818,0.9238738937634436
289,low,FCFS,10800,20.79605263157895,41.19078947368421,0.0,0.2653333333333333,23.5974025974026,14.333333333333334,20.153488372093022,1.6463304137722743,1.1708842738152687
290,medium,FCFS,10800,35.32985386221294,64.44885177453027,0.03966597077244259,0.3352380952380952,39.32539682539682,24.642857142857142,31.77386934673367,1.5958132045088567,1.2376647110950447
291,high,FCFS,10800,43.559710494571775,75.95416164053076,0.10494571773220748,0.36828571428571427,48.79362101313321,29.0327868852459,35.45957446808511,1.680638555506,1.3760351539765157
292,low,Priority-based,10800,36.82333333333333,57.236666666666665,0.13,0.2357142857142857,39.94252873563219,40.36363636363637,35.28712871287129,0.9895671533602568,1.1319291252241446
293,medium,Priority-based,10800,45.36078431372549,73.7764705882353,0.20392156862745098,0.3233333333333333,46.273858921161825,47.638888888888886,44.06437768240343,0.9713463097153503,1.0501421183043445
294,high,Priority-based,10800,63.6395061728395,98.38271604938272,0.44074074074074077,0.310952380952381,62.947176684881605,48.91228070175438,69.61764705882354,1.2869401259104203,0.9041842024866812
295,low,Zone batching,10800,32.85304659498208,53.30107526881721,0.12544802867383512,0.2361904761904762,34.88607594936709,48.666666666666664,30.98936170212766,0.7168371770417895,1.1257436111364594
296,medium,Zone batching,10800,51.15173674588665,79.0146252285192,0.26508226691042047,0.31523809523809526,51.122605363984675,50.125,51.34959349593496,1.0199023514011905,0.9955795534784856
297,high,Zone batching,10800,57.74858757062147,91.8361581920904,0.3531073446327684,0.3261904761904762,56.822680412371135,47.679245283018865,63.529411764705884,1.1917697118542423,0.8944310805651011
298,low,FCFS,10800,26.621160409556314,47.66211604095563,0.027303754266211604,0.2438095238095238,34.6865671641791,20.916666666666668,24.41588785046729,1.6583219361360526,1.420655573805613
299,medium,FCFS,10800,31.977083333333333,57.6625,0.027083333333333334,0.34809523809523807,34.586776859504134,27.515151515151516,29.614634146341462,1.2570084100921106,1.1678947877118016
